annee,amm,substance,cas,quantite_substance,classification,classification_mention,achat_etranger
2022,2160936,cloquintocet-mexyl,99607-70-2,1109.27004,Autre,,Non
2022,2160936,fluroxypyr-meptyl,81406-37-3,37252.98551,Env A,,Non
2022,2160936,halauxifen-methyl,943831-98-9,1155.489625,Env A,,Non
2022,2160937,cloquintocet-mexyl,99607-70-2,1230.15258,Autre,,Oui
2022,2160937,florasulame,145701-23-1,1025.12715,Env A,,Oui
2022,2160937,halauxifen-methyl,943831-98-9,1281.409698,Env A,,Oui
2022,2160939,diquat,85-00-7,6.0,Santé A,,Non
2022,2160950,lambda-cyhalothrine,91465-08-6,204.140402,Santé A,Substitution,Oui
2022,2160951,paclobutrazol,76738-62-0,1.316,CMR,,Non
2022,2160953,cloquintocet-mexyl,99607-70-2,65.5,Autre,,Non
2022,2160953,pinoxaden,243973-20-8,262.0,CMR,,Non
2022,2160954,dimethenamide-p (dmta-p),163515-14-8,144.0,Env A,,Non
2022,2160958,cypermethrine,52315-07-8,423.072,Env A,,Non
2022,2160959,benzovindiflupyr,1072957-71-1,37348.001993,Santé A,Substitution,Oui
2022,2160959,prothioconazole,178928-70-6,74696.003985,Env A,,Oui
2022,2160960,glyphosate,1071-83-6,0.1728,Env A,,Non
2022,2160962,fluxapyroxad,907204-31-3,7680.03,Santé A,,Oui
2022,2160963,fluxapyroxad,907204-31-3,6123.624,Santé A,,Oui
2022,2160965,abamectine,71751-41-2,12.42,CMR,,Non
2022,2160967,"1,4-dimethylnaphtalene",571-58-4,67121.483191,Env A,,Non
2022,2160970,iodosulfuron-methyl-sodium,144550-36-7,3.5175,Env A,,Non
2022,2160970,mesosulfuron-methyl,208465-21-8,3.5175,Env A,,Non
2022,2160971,clomazone,81777-89-1,3.6,Env A,,Oui
2022,2160976,prosulfuron,94125-34-5,80.46,Env A,Substitution,Non
2022,2160983,bentazone,25057-89-0,986.58,Env B,,Non
2022,2160984,benfluraline,1861-40-1,289.8,CMR,,Non
2022,2160985,huile de paraffine,97862-82-3,43504.0,Autre,,Non
2022,2160996,dithianon,3347-22-6,1550.0,Env A,,Non
2022,2160996,phosphonate de potassium,13492-26-7,6958.88,Autre,,Non
2022,2161016,azoxystrobine,131860-33-8,14421.25,Santé A,,Oui
2022,2161035,(z)-9-dodecenylacetate,16974-11-1,2.9097,Env A,,Non
2022,2161035,"e7,z9-dodecadienylacetate",54364-62-4,26.3304,Env A,,Non
2022,2161035,z-11-tetradecenyl acetate,20711-10-8,10.1124,Autre,,Non
2022,2161035,z-9-tetradecenyl acetate,16725-53-4,0.5247,Autre,,Non
2022,2161067,prosulfuron,94125-34-5,28.3275,Env A,Substitution,Non
2022,2161068,mesotrione,104206-82-8,427.5,CMR,,Non
2022,2161068,nicosulfuron,111991-09-4,171.0,Env A,,Non
2022,2161073,phosmet,732-11-6,27.5,CMR,,Oui
2022,2161080,eugenol,97-53-0,392.04,Autre,,Non
2022,2161080,geraniol,106-24-1,784.08,Autre,,Non
2022,2161080,thymol,89-83-8,784.08,Env A,,Non
2022,2161082,tebuconazole,107534-96-3,24.0,CMR,,Non
2022,2161083,dimethenamide-p (dmta-p),163515-14-8,788.222,Env A,,Non
2022,2161083,metazachlore,67129-08-2,788.222,CMR,,Non
2022,2161101,fluxapyroxad,907204-31-3,25293.94425,Santé A,,Non
2022,2161101,pyraclostrobine,175013-18-0,50587.8885,Santé A,,Non
2022,2161105,pyrethrines,8003-34-7,24.66,Env A,,Non
2022,2161106,pyrethrines,8003-34-7,5.4,Env A,,Non
2022,2169998,trichoderma atroviride souche sc1,,,Autre,,Non
2022,2169999,cyantraniliprole,736994-63-1,954.4,Env A,,Oui
2022,2170031,metamitrone,41394-05-2,66956.4,Env A,,Oui
2022,2170032,tebuconazole,107534-96-3,6171.25,CMR,,Non
2022,2170035,tribenuron-methyle,101200-48-0,3158.1825,Env A,,Non
2022,2170042,glyphosate,1071-83-6,171.0,Env A,,Non
2022,2170055,dicamba,1918-00-9,1006.56,Env B,,Non
2022,2170059,cloquintocet-mexyl,99607-70-2,42.225,Autre,,Non
2022,2170059,pyroxsulame,422556-08-9,42.225,Env A,,Non
2022,2170061,boscalid,188425-85-6,51.0,Env A,,Non
2022,2170061,dimoxystrobine,149961-52-4,51.0,CMR,,Non
2022,2170085,dithianon,3347-22-6,42428.106288,Env A,,Non
2022,2170085,phosphonate de potassium,13492-26-7,190485.225988,Autre,,Non
2022,2170089,glyphosate,1071-83-6,358.08,Env A,,Non
2022,2170110,myclobutanil,88671-89-0,1.5,CMR,,Non
2022,2170139,pyrimiphos-methyl,29232-93-7,116.89,Santé A,,Non
2022,2170145,clomazone,81777-89-1,160.164,Env A,,Oui
2022,2170146,cymoxanil,57966-95-7,363.0,CMR,,Non
2022,2170146,propamocarbe hcl,25606-41-1,2904.0,Autre,,Non
2022,2170149,cypermethrine,52315-07-8,3602.5,Env A,,Non
2022,2170151,azoxystrobine,131860-33-8,869.0,Santé A,,Non
2022,2170158,dimethenamide-p (dmta-p),163515-14-8,43705.0179,Env A,,Non
2022,2170158,quinmerac,90717-03-6,21918.1321,Env A,,Non
2022,2170166,fludioxonil,131341-86-1,17.0,Env A,,Oui
2022,2170194,fosetyl,15845-66-6,51.15,Autre,,Non
2022,2170194,propamocarbe,24579-73-5,87.45,Autre,,Non
2022,2170197,bixafen,581809-46-3,28.925,Env A,,Non
2022,2170197,fluopyram,658066-35-4,28.925,Env A,,Non
2022,2170197,prothioconazole,178928-70-6,57.85,Env A,,Non
2022,2170200,difenoconazole,119446-68-3,77.5,Env A,,Non
2022,2170208,iodosulfuron-methyl-sodium,144550-36-7,426.85044,Env A,,Non
2022,2170208,mefenpyr-diethyl,135590-91-9,6402.7566,Autre,,Non
2022,2170208,mesosulfuron-methyl,208465-21-8,2134.2522,Env A,,Non
2022,2170216,cloquintocet-mexyl,99607-70-2,983.208,Autre,,Non
2022,2170216,diflufenicanil,83164-33-4,3932.832,Env B,,Non
2022,2170216,florasulame,145701-23-1,196.6416,Env A,,Non
2022,2170216,iodosulfuron-methyl-sodium,144550-36-7,491.604,Env A,,Non
2022,2170224,cyazofamide,120116-88-3,760.0,Env A,,Non
2022,2170225,prosulfuron,94125-34-5,0.135,Env A,Substitution,Non
2022,2170227,cymoxanil,57966-95-7,60.25,CMR,,Non
2022,2170227,propamocarbe hcl,25606-41-1,482.0,Autre,,Non
2022,2170228,bixafen,581809-46-3,0.65,Env A,,Non
2022,2170228,fluopyram,658066-35-4,0.65,Env A,,Non
2022,2170228,prothioconazole,178928-70-6,1.3,Env A,,Non
2022,2170230,azoxystrobine,131860-33-8,11.94615,Santé A,,Non
2022,2170230,fludioxonil,131341-86-1,29.865375,Env A,,Non
2022,2170230,metalaxyl-m,70630-17-0,23.09589,Autre,,Non
2022,2170230,thiabendazole,148-79-8,238.923,Env A,,Non
2022,2170232,cyazofamide,120116-88-3,520.0,Env A,,Non
2022,2170236,iodosulfuron-methyl-sodium,144550-36-7,41.553,Env A,,Non
2022,2170236,mefenpyr-diethyl,135590-91-9,623.295,Autre,,Non
2022,2170236,mesosulfuron-methyl,208465-21-8,207.765,Env A,,Non
2022,2170236,thiencarbazone-methyl,317815-83-1,103.8825,Env A,,Non
2022,2170237,iodosulfuron-methyl-sodium,144550-36-7,224.5797,Env A,,Non
2022,2170237,mefenpyr-diethyl,135590-91-9,673.7391,Autre,,Non
2022,2170237,mesosulfuron-methyl,208465-21-8,224.5797,Env A,,Non
2022,2170237,thiencarbazone-methyl,317815-83-1,187.14975,Env A,,Non
2022,2170238,iodosulfuron-methyl-sodium,144550-36-7,138.5349,Env A,,Non
2022,2170238,mefenpyr-diethyl,135590-91-9,415.6047,Autre,,Non
2022,2170238,mesosulfuron-methyl,208465-21-8,138.5349,Env A,,Non
2022,2170243,acide pelargonique,112-05-0,17471.52995,Autre,,Oui
2022,2170263,cypermethrine,52315-07-8,4631.442,Env A,,Oui
2022,2170276,copolymere de polyether - polymethylsiloxane,134180-76-0,3.825,Autre,,Oui
2022,2170314,fluopyram,658066-35-4,177.0,Env A,,Oui
2022,2170314,tebuconazole,107534-96-3,177.0,CMR,,Oui
2022,2170315,dimethomorphe,110488-70-5,162.72,Env A,Exclusion,Oui
2022,2170315,pyraclostrobine,175013-18-0,90.4,Santé A,,Oui
2022,2170321,acide pelargonique,112-05-0,2082.5,Autre,,Non
2022,2170323,lenacile,2164-08-1,0.8,CMR,,Non
2022,2170332,dimethomorphe,110488-70-5,2265.2802,Env A,Exclusion,Non
2022,2170332,zoxamide,156052-68-5,2265.2802,Env A,,Non
2022,2170335,abamectine,71751-41-2,72.72,CMR,,Oui
2022,2170355,acide pelargonique,112-05-0,174.319723,Autre,,Oui
2022,2170358,dicamba,1918-00-9,476.5625,Env B,,Non
2022,2170358,mesotrione,104206-82-8,228.75,CMR,,Non
2022,2170358,nicosulfuron,111991-09-4,152.5,Env A,,Non
2022,2170360,mesotrione,104206-82-8,53.0,CMR,,Non
2022,2170361,mesotrione,104206-82-8,41.0,CMR,,Non
2022,2170362,isoxaben,82558-50-7,16.9702,Env B,,Non
2022,2170362,oryzalin,19044-88-3,68.0394,CMR,,Non
2022,2170381,mesotrione,104206-82-8,33183.9004,CMR,,Oui
2022,2170381,terbuthylazine,5915-41-3,156438.3876,Env A,,Oui
2022,2170392,deltamethrine,52918-63-5,0.893335,Santé A,,Non
2022,2170395,napropamide,15299-99-7,117.0,Env A,,Non
2022,2170401,boscalid,188425-85-6,4.032,Env A,,Oui
2022,2170401,pyraclostrobine,175013-18-0,2.048,Santé A,,Oui
2022,2170403,dithianon,3347-22-6,35.0,Env A,,Oui
2022,2170403,phosphonate de potassium,13492-26-7,157.136,Autre,,Oui
2022,2170410,bupirimate,41483-43-6,218.0,CMR,,Non
2022,2170412,huile essentielle d'orange douce,8028-48-6,2493.9066,Env A,,Non
2022,2170421,mesotrione,104206-82-8,4285.7,CMR,,Non
2022,2170422,mesotrione,104206-82-8,549.5,CMR,,Non
2022,2170423,mesotrione,104206-82-8,1783.0,CMR,,Non
2022,2170424,mesotrione,104206-82-8,5051.28,CMR,,Non
2022,2170425,mesotrione,104206-82-8,7974.116,CMR,,Non
2022,2170428,flazasulfuron,104040-78-0,905.9,Env A,,Non
2022,2170429,fenpropidine,67306-00-7,32913.3045,Env A,,Oui
2022,2170429,prochloraze,67747-09-5,43884.406,Env A,,Oui
2022,2170429,tebuconazole,107534-96-3,21942.203,CMR,,Oui
2022,2170430,azoxystrobine,131860-33-8,65.0,Santé A,,Non
2022,2170434,acetate de tetradecyle,638-59-5,131.78979,Autre,,Non
2022,2170434,"e8,e10-dodecadiene-1-ol",33956-49-9,680.24831,Env A,,Non
2022,2170434,z-11-tetradecenyl acetate,20711-10-8,536.47763,Autre,,Non
2022,2170435,"e7,z9-dodecadienylacetate",54364-62-4,61.9526,Env A,,Oui
2022,2170437,beauveria bassiana souche atcc 74040,63428-82-0,,Autre,,Non
2022,2170455,beflubutamide,113614-08-7,2988.8,Env A,,Non
2022,2170457,metamitrone,41394-05-2,39928.0,Env A,,Non
2022,2170458,cuivre du sulfate tribasique,12527-76-3,23682.5565,Env A,Substitution,Non
2022,2170458,fosetyl-aluminium,39148-24-8,31576.742,Autre,,Non
2022,2170459,fludioxonil,131341-86-1,601.74075,Env A,,Non
2022,2170459,sedaxane,874967-67-6,601.74075,CMR,,Non
2022,2170462,huile minerale blanche,8042-47-5,80817.0,Autre,,Oui
2022,2170464,huile minerale blanche,8042-47-5,56761.5,Autre,,Non
2022,2170498,cyprodinyl,121552-61-2,1182.0,Env A,,Non
2022,2170501,cyprodinyl,121552-61-2,412.1,Env A,,Non
2022,2170524,mefenpyr-diethyl,135590-91-9,332.64,Autre,,Non
2022,2170524,mesosulfuron-methyl,208465-21-8,166.32,Env A,,Non
2022,2170524,propoxycarbazone sodium,181274-15-7,249.48,Env A,,Non
2022,2170547,flazasulfuron,104040-78-0,509.075,Env A,,Non
2022,2170576,fluopicolide,239110-15-7,91.875,Env A,,Non
2022,2170576,propamocarbe hcl,25606-41-1,918.75,Autre,,Non
2022,2170586,fluopyram,658066-35-4,1.0,Env A,,Oui
2022,2170650,dimethomorphe,110488-70-5,162.833,Env A,Exclusion,Non
2022,2170650,folpel,133-07-3,864.6,CMR,,Non
2022,2170654,cerevisane,68876-77-7,2487.23238,Autre,,Non
2022,2170684,cymoxanil,57966-95-7,2647.125,CMR,,Oui
2022,2170685,acide acetique,64-19-7,500.3562,Autre,,Oui
2022,2170686,trinexapac-ethyl,95266-40-3,1713.0,Env A,,Non
2022,2170687,captane,133-06-2,13180.0,CMR,,Oui
2022,2170691,diflufenicanil,83164-33-4,3882.662,Env B,,Oui
2022,2170691,metribuzine,21087-64-9,15530.65,Env A,,Oui
2022,2170697,phosphure de zinc,1314-84-7,9.37352,Santé A,,Non
2022,2170698,phosphure de zinc,1314-84-7,299.925,Santé A,,Non
2022,2170700,prothioconazole,178928-70-6,179.7975,Env A,,Oui
2022,2170700,tebuconazole,107534-96-3,23.973,CMR,,Oui
2022,2170702,cuivre de l'oxyde cuivreux,1317-39-1,1155.6,Env A,Substitution,Non
2022,2170711,pyrimiphos-methyl,29232-93-7,127.95975,Santé A,,Non
2022,2170712,azoxystrobine,131860-33-8,7280.5,Santé A,,Non
2022,2170713,butoxyde de piperonyle,51-03-6,26.2856,Autre,,Non
2022,2170713,deltamethrine,52918-63-5,2.9,Santé A,,Non
2022,2170716,fenpyrazamine,473798-59-3,38.5,Env A,,Oui
2022,2170724,iodosulfuron-methyl-sodium,144550-36-7,3.0225,Env A,,Non
2022,2170724,mesosulfuron-methyl,208465-21-8,3.0225,Env A,,Non
2022,2170747,metribuzine,21087-64-9,33.6,Env A,,Oui
2022,2170752,sedaxane,874967-67-6,2782.495,CMR,,Oui
2022,2170757,prochloraze,67747-09-5,92194.73154,Env A,,Oui
2022,2170757,tebuconazole,107534-96-3,45924.71646,CMR,,Oui
2022,2170769,cyflufenamid,180409-60-3,22.2,Env A,,Oui
2022,2170769,difenoconazole,119446-68-3,44.4,Env A,,Oui
2022,2170773,cymoxanil,57966-95-7,21.5,CMR,,Non
2022,2170773,propamocarbe hcl,25606-41-1,172.0,Autre,,Non
2022,2170774,dimethenamide-p (dmta-p),163515-14-8,759.0,Env A,,Non
2022,2170774,metazachlore,67129-08-2,759.0,CMR,,Non
2022,2170780,beauveria bassiana souche gha,63428-82-0,,Autre,,Non
2022,2170781,azoxystrobine,131860-33-8,3.25,Santé A,,Non
2022,2170785,1-dodecanol,112-53-8,118.47165,Env A,,Non
2022,2170785,1-tetradecanol,112-72-1,29.0983,Env A,,Non
2022,2170785,"e8,e10-dodecadiene-1-ol",33956-49-9,814.7524,Env A,,Non
2022,2170785,z-11-tetradecenyl acetate,20711-10-8,800.20325,Autre,,Non
2022,2170785,z-9-tetradecenyl acetate,16725-53-4,160.04065,Autre,,Non
2022,2170793,dimethomorphe,110488-70-5,521.28,Env A,Exclusion,Non
2022,2170793,pyraclostrobine,175013-18-0,289.6,Santé A,,Non
2022,2170795,prohexadione-calcium,127277-53-6,52.95,Env B,,Oui
2022,2170796,tebuconazole,107534-96-3,152.65,CMR,,Oui
2022,2170803,cypermethrine,52315-07-8,2612.445,Env A,,Non
2022,2170807,benzovindiflupyr,1072957-71-1,618.75,Santé A,Substitution,Non
2022,2170807,prothioconazole,178928-70-6,1237.5,Env A,,Non
2022,2170810,benzovindiflupyr,1072957-71-1,247.125,Santé A,Substitution,Non
2022,2170810,prothioconazole,178928-70-6,494.25,Env A,,Non
2022,2170821,propoxycarbazone sodium,181274-15-7,17.92,Env A,,Non
2022,2170823,metobromuron,3060-89-7,82.5,CMR,,Oui
2022,2170826,cyflufenamid,180409-60-3,73.95,Env A,,Non
2022,2170827,cyflufenamid,180409-60-3,52.75,Env A,,Non
2022,2170830,benzovindiflupyr,1072957-71-1,1.125,Santé A,Substitution,Non
2022,2170830,prothioconazole,178928-70-6,2.25,Env A,,Non
2022,2170831,amidosulfuron,120923-37-7,17.25,Env A,,Non
2022,2170835,cypermethrine,52315-07-8,249.195,Env A,,Non
2022,2170836,cyflufenamid,180409-60-3,13.95,Env A,,Non
2022,2170839,cyazofamide,120116-88-3,1769.2,Env A,,Oui
2022,2170840,difenoconazole,119446-68-3,315.0,Env A,,Non
2022,2170843,napropamide,15299-99-7,407.25,Env A,,Oui
2022,2170853,boscalid,188425-85-6,24.0,Env A,,Non
2022,2170853,dimoxystrobine,149961-52-4,24.0,CMR,,Non
2022,2170854,chlorotoluron,15545-48-9,41217.5,CMR,,Non
2022,2170857,phosmet,732-11-6,295.0,CMR,,Non
2022,2170858,iodosulfuron-methyl-sodium,144550-36-7,5.125,Env A,,Non
2022,2170858,mefenpyr-diethyl,135590-91-9,76.875,Autre,,Non
2022,2170858,mesosulfuron-methyl,208465-21-8,25.625,Env A,,Non
2022,2170893,spirotetramat,203313-25-1,67.1,CMR,,Oui
2022,2170898,fluxapyroxad,907204-31-3,10.625,Santé A,,Non
2022,2170898,metconazole,125116-23-6,7.65,CMR,,Non
2022,2170900,napropamide,15299-99-7,423.0,Env A,,Non
2022,2170912,dithianon,3347-22-6,52.5,Env A,,Non
2022,2170912,pyrimethanil,53112-28-0,52.5,Env A,,Non
2022,2170913,azoxystrobine,131860-33-8,149.0,Santé A,,Non
2022,2170914,difenoconazole,119446-68-3,0.5,Env A,,Non
2022,2170917,difenoconazole,119446-68-3,540.0,Env A,,Oui
2022,2170923,cyazofamide,120116-88-3,857.6,Env A,,Oui
2022,2170927,prothioconazole,178928-70-6,43.3975,Env A,,Non
2022,2170932,cos-oga,,0.005375,Autre,,Non
2022,2170933,prohexadione-calcium,127277-53-6,5089.4215,Env B,,Oui
2022,2170933,trinexapac-ethyl,95266-40-3,7634.13225,Env A,,Oui
2022,2170960,"(e,z)-2,13-octadecadienyl acetate",86252-65-5,72.59876,Autre,,Non
2022,2170960,"(e,z)-3,13-octadecadienyl acetate",53120-26-6,1.78204,Autre,,Non
2022,2170977,huile de colza,8002-13-9,41.061081,Autre,,Oui
2022,2170978,huile de colza,8002-13-9,2508.45769,Autre,,Oui
2022,2170979,cloquintocet-mexyl,99607-70-2,2236.172688,Autre,,Non
2022,2170979,florasulame,145701-23-1,448.497912,Env A,,Non
2022,2170979,pyroxsulame,422556-08-9,2236.172688,Env A,,Non
2022,2170992,isoxadifen-ethyl,163520-33-0,1029.0798,Env A,,Non
2022,2170992,tembotrione,335104-84-2,2649.4965,CMR,,Non
2022,2170992,thiencarbazone-methyl,317815-83-1,522.2196,Env A,,Non
2022,2170997,soufre pour pulverisation (micronise),7704-34-9,9504.0,Autre,,Non
2022,2171002,bentazone,25057-89-0,1432.89,Env B,,Non
2022,2171010,isofetamide,875915-78-9,5174.984,Env A,,Non
2022,2171025,imazamox,114311-32-9,205.88,Env A,Substitution,Non
2022,2171035,tebuconazole,107534-96-3,18739.275025,CMR,,Non
2022,2171049,acide benzoique,65-85-0,468.9,Santé A,,Non
2022,2171054,diflufenicanil,83164-33-4,71657.43,Env B,,Oui
2022,2171054,flufenacet,142459-58-3,143314.86,Env A,,Oui
2022,2171056,folpel,133-07-3,123.984,CMR,,Non
2022,2171058,dicamba,1918-00-9,1176.48,Env B,,Non
2022,2171066,imazamox,114311-32-9,1578.83425,Env A,Substitution,Non
2022,2171067,bicarbonate de potassium,298-14-6,19.550021,Autre,,Oui
2022,2171073,flazasulfuron,104040-78-0,841.275,Env A,,Oui
2022,2171086,pyriproxyfene,95737-68-1,130.4,Env A,,Non
2022,2171089,spinosad,168316-95-8,219.572,Env A,,Non
2022,2171111,metamitrone,41394-05-2,154101.64707,Env A,,Oui
2022,2171119,mandipropamide,374726-62-2,14417.5225,Env A,,Oui
2022,2171119,zoxamide,156052-68-5,13840.8216,Env A,,Oui
2022,2171123,trinexapac-ethyl,95266-40-3,2268.89,Env A,,Oui
2022,2171124,rimsulfuron,122931-48-0,251.7275,Env A,,Oui
2022,2171126,(e)-5-decen-1-yl acetate,38421-90-8,67.819521,Autre,,Oui
2022,2171126,e-5-decen-1-ol,56578-18-8,11.967739,Autre,,Oui
2022,2171126,e/z8 acetate de dodecenyle,37338-40-2,150.501012,Autre,,Oui
2022,2171126,n-hexadecylacetate,629-70-9,55.695256,Autre,,Oui
2022,2171134,dithianon,3347-22-6,24190.28,Env A,,Oui
2022,2171140,dithianon,3347-22-6,23988.3,Env A,,Non
2022,2171141,chlormequat chlorure,999-81-5,70346.655,Autre,,Oui
2022,2171141,ethephon,16672-87-0,35173.3275,Santé A,,Oui
2022,2171155,chlorantraniliprole,500008-45-7,3.15,Env A,,Non
2022,2171174,spirotetramat,203313-25-1,30.0,CMR,,Non
2022,2171178,chlorotoluron,15545-48-9,2640.0,CMR,,Non
2022,2171179,metazachlore,67129-08-2,1575.0,CMR,,Non
2022,2171182,difenoconazole,119446-68-3,145.0,Env A,,Non
2022,2171182,paclobutrazol,76738-62-0,72.5,CMR,,Non
2022,2171193,mesotrione,104206-82-8,841.75,CMR,,Oui
2022,2171193,terbuthylazine,5915-41-3,3968.25,Env A,,Oui
2022,2171195,lambda-cyhalothrine,91465-08-6,64.08,Santé A,Substitution,Non
2022,2171200,bicarbonate de potassium,298-14-6,159037.35174,Autre,,Oui
2022,2171204,triflusulfuron-methyl,126535-15-7,2104.8,CMR,,Non
2022,2171223,bupirimate,41483-43-6,80.75,CMR,,Oui
2022,2171228,metobromuron,3060-89-7,3646.0,CMR,,Oui
2022,2171233,chlorotoluron,15545-48-9,366.25,CMR,,Non
2022,2171233,diflufenicanil,83164-33-4,58.6,Env B,,Non
2022,2171233,pendimethaline,40487-42-1,439.5,Env A,Substitution,Non
2022,2171236,mesotrione,104206-82-8,294.7,CMR,,Non
2022,2171236,terbuthylazine,5915-41-3,1389.3,Env A,,Non
2022,2171243,fosetyl-aluminium,39148-24-8,17436.0,Autre,,Oui
2022,2171248,bacillus amyloliquefaciens souche mbi 600,NC,,Autre,,Non
2022,2171250,huile minerale blanche,8042-47-5,268.89104,Autre,,Oui
2022,2171251,dicamba,1918-00-9,90.2,Env B,,Non
2022,2171251,nicosulfuron,111991-09-4,15.088,Env A,,Non
2022,2171251,rimsulfuron,122931-48-0,3.772,Env A,,Non
2022,2171253,bacillus amyloliquefaciens souche mbi 600,NC,,Autre,,Non
2022,2171306,acide alpha naphtylacetique (ana),86-87-3,167.3684,CMR,,Non
2022,2171307,alpha naphtyl acetamide (nad),86-86-2,96.1464,CMR,,Non
2022,2171312,huile de colza,8002-13-9,148.19,Autre,,Oui
2022,2171312,pyrethrines,8003-34-7,1.4819,Env A,,Oui
2022,2171317,"2,4-d",94-75-7,12354.0,Env B,,Non
2022,2171322,diflufenicanil,83164-33-4,381.0,Env B,,Non
2022,2179999,iodosulfuron-methyl-sodium,144550-36-7,45.9975,Env A,,Non
2022,2179999,mesosulfuron-methyl,208465-21-8,45.9975,Env A,,Non
2022,2180001,azoxystrobine,131860-33-8,3275.88,Santé A,,Non
2022,2180001,tebuconazole,107534-96-3,5459.8,CMR,,Non
2022,2180009,dicamba,1918-00-9,10562.72,Env B,,Oui
2022,2180009,tritosulfuron,142469-14-5,5281.36,Env A,,Oui
2022,2180029,clomazone,81777-89-1,120.96,Env A,,Oui
2022,2180035,bentazone,25057-89-0,4624.92,Env B,,Oui
2022,2180039,fluopyram,658066-35-4,54.575,Env A,,Non
2022,2180039,trifloxystrobine,141517-21-7,54.575,Env A,,Non
2022,2180043,benzovindiflupyr,1072957-71-1,18.375,Santé A,Substitution,Oui
2022,2180043,prothioconazole,178928-70-6,36.75,Env A,,Oui
2022,2180047,napropamide,15299-99-7,58.5,Env A,,Non
2022,2180055,dithianon,3347-22-6,228.75,Env A,,Non
2022,2180055,phosphonate de potassium,13492-26-7,1026.996,Autre,,Non
2022,2180058,beauveria bassiana souche npp111b005,63428-82-0,,Autre,,Non
2022,2180088,s-metolachlore,87392-12-9,119505.024,Env A,,Oui
2022,2180094,cymoxanil,57966-95-7,669.0,CMR,,Non
2022,2180094,fluazinam,79622-59-6,1003.5,CMR,,Non
2022,2180120,trichoderma asperellum icc012,,0.34,Autre,,Non
2022,2180122,lenacile,2164-08-1,8655.2,CMR,,Non
2022,2180123,benzovindiflupyr,1072957-71-1,50.552852,Santé A,Substitution,Non
2022,2180123,difenoconazole,119446-68-3,168.795116,Env A,,Non
2022,2180124,metalaxyl,57837-19-1,1763.3966,Env B,,Oui
2022,2180124,prothioconazole,178928-70-6,8816.983,Env A,,Oui
2022,2180127,diflufenicanil,83164-33-4,8.4,Env B,,Non
2022,2180127,flufenacet,142459-58-3,16.8,Env A,,Non
2022,2180147,phosphate ferrique,10045-86-0,1245.425,Autre,,Non
2022,2180165,dicamba dimethylammonium,2300-66-5,10732.2672,Autre,,Non
2022,2180189,lenacile,2164-08-1,23133.32154,CMR,,Oui
2022,2180189,triflusulfuron-methyl,126535-15-7,2300.37231,CMR,,Oui
2022,2180196,azoxystrobine,131860-33-8,11238.75,Santé A,,Non
2022,2180198,penconazole,66246-88-6,53.3,CMR,,Non
2022,2180226,emamectine benzoate,155569-91-8,69.26925,Santé A,,Non
2022,2180233,dicamba,1918-00-9,28454.6112,Env B,,Non
2022,2180241,clomazone,81777-89-1,124.92,Env A,,Non
2022,2180244,acide acetique,64-19-7,24.72,Autre,,Non
2022,2180245,acide acetique,64-19-7,749.04,Autre,,Non
2022,2180246,cuivre du sulfate tribasique,12527-76-3,2001.0,Env A,Substitution,Non
2022,2180256,sulfate de fer monohydrate,17375-41-6,4003.8164,Autre,,Oui
2022,2180257,"(e,z)-3,13-octadecadienyl acetate",53120-26-6,0.22542,Autre,,Non
2022,2180257,"(z,z)-3,13-octadecadienyl acetate",53120-27-7,4.5373,Autre,,Non
2022,2180260,metaldehyde,108-62-3,30296.3079,CMR,,Non
2022,2180275,cerevisane,68876-77-7,45.168,Autre,,Non
2022,2180283,sulfate de fer (sulfate ferreux heptahydrate),7782-63-0,2212.992,Autre,,Non
2022,2180289,graisse de mouton,,0.33915,Autre,,Non
2022,2180309,clomazone,81777-89-1,1244.088,Env A,,Non
2022,2180318,bifenox,42576-02-3,602.4,Env A,,Non
2022,2180318,florasulame,145701-23-1,6.275,Env A,,Non
2022,2180319,cuivre du sulfate tribasique,12527-76-3,32.204533,Env A,Substitution,Oui
2022,2180334,difenoconazole,119446-68-3,240.32987,Env A,,Non
2022,2180334,fludioxonil,131341-86-1,240.32987,Env A,,Non
2022,2180335,trinexapac-ethyl,95266-40-3,166.726704,Env A,,Non
2022,2180337,fluopyram,658066-35-4,483.0,Env A,,Non
2022,2180337,fosetyl-aluminium,39148-24-8,6433.56,Autre,,Non
2022,2180355,fluopicolide,239110-15-7,96.348,Env A,,Oui
2022,2180355,fosetyl-aluminium,39148-24-8,1446.739,Autre,,Oui
2022,2180358,dimethenamide-p (dmta-p),163515-14-8,364.635,Env A,,Non
2022,2180358,quinmerac,90717-03-6,182.865,Env A,,Non
2022,2180369,acide octanoique,124-07-2,9102.96,Env B,,Non
2022,2180375,dimethenamide-p (dmta-p),163515-14-8,679.0,Env A,,Non
2022,2180375,metazachlore,67129-08-2,679.0,CMR,,Non
2022,2180379,oxathiapiproline,1003318-67-9,3602.502,Env A,,Oui
2022,2180380,oxathiapiproline,1003318-67-9,6108.088,Env A,,Non
2022,2180385,chlorotoluron,15545-48-9,403.75,CMR,,Non
2022,2180385,diflufenicanil,83164-33-4,64.6,Env B,,Non
2022,2180385,pendimethaline,40487-42-1,484.5,Env A,Substitution,Non
2022,2180396,spirotetramat,203313-25-1,50.3,CMR,,Non
2022,2180401,diflufenicanil,83164-33-4,2342.5,Env B,,Non
2022,2180404,bacillus subtilis souche qst 713,68038-70-0,,Autre,,Non
